Name	ZS	DA	GG	NO	QU	SL	TA	WE	ZY
led69226	1	1	0	0	0	0	1	1	1
led69227	0	1	0	1	1	1	0	0	1
led69228	1	1	1	0	0	1	0	0	1
led69229	1	1	0	0	1	0	1	1	0
led69230	0	1	1	0	1	1	1	0	0
led69231	1	1	0	0	0	0	0	1	1
led69232	1	0	1	1	0	1	0	0	1
led69233	0	1	1	1	1	0	0	1	0
led69234	1	1	0	1	1	0	1	0	0
led69235	0	1	0	1	1	0	1	1	0
led69236	0	1	0	1	1	0	1	1	0
led69237	0	1	0	0	1	1	1	0	1
led69238	0	1	0	1	1	0	1	1	0
led69239	1	1	1	1	0	1	0	0	0
led69240	1	0	0	0	1	1	1	0	1
led69241	1	0	1	0	1	0	1	0	1
led69242	0	1	0	1	1	0	0	1	1
led69243	0	0	1	1	0	1	1	1	0
led69244	0	1	0	1	0	0	1	1	1
led69245	1	1	0	0	1	1	0	1	0
led69246	0	1	1	1	0	1	0	0	1
led69247	0	1	0	1	1	0	1	0	1
led69248	0	1	1	1	1	0	1	0	0
led69249	1	0	0	0	1	0	1	1	1
led69250	1	1	0	0	0	1	1	0	1
led69251	1	0	0	1	1	0	0	1	0
led69252	0	1	1	0	0	1	0	1	0
led69253	1	1	0	1	0	1	0	1	0
led69254	1	1	0	0	1	0	1	0	1
led69255	1	0	1	1	0	1	0	0	1
led69256	0	1	0	1	1	0	1	1	0
led69257	0	1	1	0	1	1	0	1	0
led69258	0	1	0	0	1	0	1	1	1
led69259	0	1	0	0	1	0	1	1	1
led69260	0	1	1	0	0	1	0	1	1
led69261	0	1	0	0	1	1	1	1	0
led69262	1	1	1	0	0	0	0	0	1
led69263	1	1	1	1	0	0	0	1	0
led69264	1	1	1	0	0	0	1	1	0
led69265	0	1	1	0	0	1	1	1	0
led69266	1	1	0	0	1	0	1	0	0
led69267	1	0	1	0	1	1	1	0	0
led69268	0	0	1	1	0	1	1	0	1
led69269	1	1	0	1	0	0	1	1	0
led69270	1	1	1	0	0	1	1	0	0
led69271	0	0	1	0	1	1	0	1	1
led69272	0	1	0	1	0	1	1	0	1
led69273	1	1	1	0	1	1	0	0	0
led69274	0	1	1	0	0	1	1	1	0
led69275	1	1	0	1	1	0	0	1	0
led69276	0	1	1	1	0	0	0	1	1
led69277	1	1	1	0	0	0	1	0	1
led69278	0	1	0	1	0	1	0	0	1
led69279	0	1	1	0	1	1	1	0	0
led69280	0	1	1	1	0	0	0	1	0
led69281	0	0	1	1	1	1	0	1	0
led69282	1	1	1	0	1	1	0	0	0
led69283	1	1	0	0	1	0	1	0	1
led69284	1	1	0	0	1	0	1	0	1
led69285	1	1	0	0	1	0	1	0	1
led69286	1	0	1	1	0	1	1	0	0
led69287	0	1	1	1	0	1	1	0	0
led69288	1	1	0	1	1	0	0	1	0
led69289	1	1	0	0	1	0	0	1	1
led69290	1	1	0	1	0	1	0	0	1
led69291	0	1	1	0	1	0	0	1	0
led69292	0	1	1	1	0	0	1	1	0
led69293	1	1	0	1	0	0	0	1	1
led69294	1	1	1	1	1	0	0	0	0
led69295	0	1	1	0	1	0	1	1	0
led69296	0	1	0	0	1	0	1	0	1
led69297	0	0	0	0	1	1	1	1	1
led69298	1	1	1	0	0	1	1	0	0
led69299	1	1	0	1	0	0	0	1	1
led69300	1	1	1	0	1	1	0	0	0
led69301	1	0	0	1	1	0	1	0	1
led69302	0	1	1	0	1	0	1	1	0
led69303	0	1	1	0	1	0	1	1	0
led69304	0	1	0	1	1	0	1	1	0
led69305	0	0	1	1	0	1	0	1	1
led69306	0	1	0	1	1	1	1	0	0
led69307	0	1	1	0	1	1	0	0	1
led69308	1	1	1	0	1	0	0	0	1
led69309	1	1	0	1	1	0	1	0	0
led69310	0	1	0	1	1	0	1	1	0
led69311	0	1	1	1	0	1	1	0	0
led69312	1	1	0	0	1	1	0	0	1
led69313	0	1	1	0	1	1	0	0	0
led69314	1	1	1	0	1	0	0	0	1
led69315	1	1	0	1	1	1	0	0	0
led69316	1	1	0	0	0	0	1	1	1
led69317	1	1	0	0	0	0	1	1	1
led69318	0	1	0	1	0	0	1	1	1
led69319	1	1	1	1	0	0	0	1	0
led69320	1	1	0	0	1	0	1	1	0
led69321	1	1	0	0	1	0	1	1	0
led69322	0	1	0	0	1	1	1	1	0
led69323	1	1	1	1	0	1	0	0	0
led69324	0	1	0	0	1	1	1	0	1
led69325	0	1	0	1	0	1	0	0	1
led69326	0	1	0	1	0	1	0	0	1
led69327	1	1	0	1	0	0	1	0	0
led69328	0	1	1	0	1	1	0	0	1
led69329	1	1	0	1	1	0	0	0	1
led69330	1	1	1	0	0	0	1	0	0
led69331	0	1	1	0	1	0	1	0	1
led69332	1	0	1	1	1	0	1	0	0
led69333	1	1	0	1	1	0	0	1	0
led69334	1	1	1	0	0	0	1	1	0
led69335	1	1	0	0	1	0	1	0	1
led69336	0	1	1	1	0	0	1	1	0
led69337	0	1	0	0	0	1	1	1	1
led69338	0	1	1	1	0	0	1	0	0
led69339	1	1	0	1	0	0	0	1	1
led69340	1	1	1	0	0	0	0	1	1
led69341	0	1	0	0	1	0	1	1	1
led69342	0	1	0	1	1	0	1	1	0
led69343	0	1	0	1	1	0	1	1	0
led69344	0	1	0	1	1	0	1	1	0
led69345	1	1	1	1	0	0	1	0	0
led69346	0	1	0	0	1	1	1	1	0
led69347	0	1	0	0	1	0	1	1	1
led69348	0	1	0	0	1	0	1	1	1
led69349	0	1	0	0	1	1	1	1	0
led69350	0	1	0	0	1	1	0	1	1
led69351	1	1	0	1	1	0	1	0	0
led69352	0	1	1	1	1	0	1	0	0
led69353	1	0	1	0	0	1	0	1	1
led69354	0	1	0	1	1	0	1	0	1
led69355	0	1	1	0	0	0	1	1	1
led69356	1	1	0	0	1	0	1	1	0
led69357	0	1	1	1	0	0	1	1	0
led69358	1	1	1	0	1	0	1	0	0
led69359	0	1	0	1	1	1	0	0	1
led69360	0	1	0	1	1	1	0	0	1
led69361	0	1	1	0	1	1	0	0	1
led69362	0	1	1	1	0	0	1	0	1
led69363	1	1	0	0	1	0	1	1	0
led69364	1	1	0	0	1	0	1	1	0
led69365	1	1	1	0	1	0	0	1	0
led69366	0	1	1	0	1	1	0	1	0
led69367	1	1	0	1	1	0	0	1	0
led69368	1	1	0	0	1	0	0	1	1
led69369	1	1	0	0	1	0	1	1	0
led69370	1	1	1	0	1	0	0	0	1
led69371	0	1	1	1	0	1	0	0	1
led69372	0	1	0	1	1	0	1	0	0
led69373	1	0	0	1	1	0	1	1	0
led69374	1	1	0	1	1	0	0	1	0
led69375	0	1	0	1	1	0	0	0	1
led69376	1	0	1	1	1	0	0	0	1
led69377	1	0	1	0	0	1	1	0	1
led69378	0	1	0	1	1	0	0	1	1
led69379	1	1	0	0	1	0	0	1	1
led69380	1	1	0	0	1	0	0	1	1
led69381	1	1	1	0	0	0	0	1	1
led69382	1	1	0	0	0	1	0	1	1
led69383	0	1	0	1	1	1	0	0	1
led69384	0	1	1	1	1	0	0	0	1
led69385	0	1	1	1	1	0	0	0	1
led69386	0	1	1	1	0	1	0	1	0
led69387	1	1	0	0	0	1	0	1	0
led69388	0	1	1	0	1	1	0	1	0
led69389	0	1	1	0	1	1	0	0	1
led69390	0	1	0	1	1	1	0	1	0
led69391	0	0	1	1	1	0	1	1	0
led69392	1	1	0	1	0	1	0	0	1
led69393	1	1	0	1	0	1	0	1	0
led69394	1	1	0	0	1	1	0	1	0
led69395	1	1	1	0	0	0	1	1	0
led69396	0	1	1	0	1	0	1	1	0
led69397	0	1	1	1	1	0	0	1	0
led69398	1	1	0	0	1	1	0	0	1
led69399	1	1	0	0	1	0	0	1	1
led69400	1	1	1	0	0	1	0	0	1
led69401	1	1	1	0	0	1	0	0	1
led69402	1	1	0	0	1	0	1	1	0
led69403	0	1	1	0	0	0	1	1	0
led69404	1	1	1	1	0	0	0	1	0
led69405	0	1	0	1	1	0	0	1	1
led69406	0	1	0	1	1	0	1	1	0
led69407	0	1	0	1	1	0	1	1	0
led69408	1	1	1	1	0	0	1	0	0
led69409	1	1	1	0	0	1	0	0	1
led69410	1	1	1	0	0	1	0	0	1
led69411	1	1	1	0	1	0	0	1	0
led69412	1	1	0	0	1	0	1	0	1
led69413	0	1	0	0	1	1	1	1	0
led69414	0	1	0	1	0	1	0	1	0
led69415	0	0	1	1	0	1	1	1	0
led69416	0	1	1	0	1	0	1	1	0
led69417	0	1	1	1	0	1	1	0	0
led69418	0	0	0	1	1	1	0	1	1
led69419	0	1	1	1	0	1	0	0	1
led69420	0	1	0	0	0	1	1	1	1
led69421	1	1	1	1	0	0	0	1	0
led69422	1	0	0	1	1	0	1	0	1
led69423	0	1	1	1	0	0	1	1	0
led69424	1	1	0	1	1	1	0	0	0
led69425	0	0	1	1	1	1	0	1	0
led69426	0	1	0	1	0	0	1	1	1
led69427	0	1	1	1	0	0	1	1	0
led69428	0	1	1	1	0	1	0	1	0
led69429	0	1	1	0	1	0	1	1	0
led69430	0	1	1	0	0	1	1	0	1
led69431	0	0	1	1	0	1	0	1	1
led69432	0	1	1	1	0	1	0	1	0
led69433	1	1	0	0	1	0	1	1	0
led69434	0	1	1	1	0	1	1	0	0
led69435	1	1	0	1	0	1	0	1	0
led69436	1	1	1	0	0	0	1	0	1
led69437	1	0	0	1	1	1	0	1	0
led69438	1	1	1	0	0	0	1	1	0
led69439	0	1	0	1	1	1	0	1	0
led69440	0	1	1	1	1	0	0	1	0
led69441	0	1	1	0	0	0	1	1	1
led69442	0	1	1	0	1	0	1	1	0
led69443	1	1	0	0	1	0	1	0	1
led69444	0	1	1	1	1	1	0	0	0
led69445	0	0	0	1	0	1	1	1	1
led69446	1	0	1	0	0	1	1	0	1
led69447	0	1	1	0	0	1	1	0	1
led69448	0	1	0	1	1	0	0	1	1
led69449	0	1	0	1	1	1	0	1	0
led69450	1	1	0	0	0	1	1	0	1
led69451	1	1	0	0	1	0	1	0	1
led69452	0	1	0	1	0	1	1	0	1
led69453	1	1	0	0	0	1	1	0	1
led69454	0	1	1	0	1	1	1	0	0
led69455	0	0	1	0	0	1	1	1	1
led69456	1	1	0	1	1	0	1	0	0
led69457	0	1	0	0	1	1	1	0	1
led69458	0	1	1	0	1	1	0	1	0
led69459	0	1	1	0	1	1	0	1	0
led69460	1	0	1	1	0	0	0	1	1
led69461	1	1	0	1	0	1	1	0	0
led69462	0	1	0	0	1	1	1	0	1
led69463	1	1	0	0	1	0	1	1	0
led69464	0	1	1	0	1	0	1	0	1
led69465	1	1	1	0	0	1	0	0	1
led69466	1	1	0	1	0	1	0	1	0
led69467	0	1	1	1	0	0	1	1	0
led69468	0	1	1	1	0	0	1	1	0
led69469	1	1	0	1	0	0	1	1	0
led69470	1	1	1	1	0	0	0	1	0
led69471	0	1	0	0	1	1	0	1	1
led69472	1	1	0	0	1	1	0	0	1
led69473	0	1	1	1	1	0	1	0	0
led69474	1	1	1	0	1	0	0	1	0
led69475	0	1	1	0	1	0	1	1	0
led69476	0	1	1	0	1	0	1	1	0
led69477	1	1	0	0	1	1	0	1	0
led69478	1	1	0	0	1	0	1	1	0
led69479	0	1	0	1	0	1	1	1	0
led69480	0	1	0	0	1	1	1	1	0
led69481	0	1	0	1	1	0	1	1	0
led69482	0	1	0	1	1	0	1	1	0
led69483	0	1	0	1	1	0	1	1	0
led69484	1	1	1	0	0	1	1	0	0
led69485	0	1	0	0	1	0	1	1	1
led69486	0	1	0	1	1	0	1	1	0
led69487	1	1	0	1	1	0	1	0	0
led69488	1	1	1	1	0	1	0	0	0
led69489	0	1	0	0	1	1	1	0	1
led69490	1	1	1	0	1	0	1	0	0
led69491	0	1	0	1	1	1	0	1	0
led69492	0	1	0	1	1	0	0	1	1
led69493	0	0	0	1	1	1	1	0	1
led69494	1	1	0	1	0	0	0	1	1
led69495	1	1	0	1	0	0	0	1	1
led69496	1	0	0	1	0	1	1	0	0
led69497	0	1	0	1	1	1	0	1	0
led69498	1	1	1	1	0	0	0	1	0
led69499	1	1	0	1	0	1	0	1	0
led69500	0	0	0	0	1	1	1	1	1
led69501	1	1	0	0	1	1	0	1	0
led69502	1	1	0	0	1	1	0	1	0
led69503	0	1	0	1	1	1	0	1	0
led69504	1	1	0	0	0	1	1	1	0
led69505	1	1	1	0	0	1	0	0	1
led69506	1	1	1	0	0	0	1	1	0
led69507	1	1	0	0	0	1	1	1	0
led69508	1	1	0	1	0	0	1	1	0
led69509	1	1	0	0	1	0	1	1	0
led69510	1	1	0	0	0	1	1	0	1
led69511	0	1	1	1	1	0	1	0	0
led69512	1	1	0	0	0	1	1	1	0
led69513	1	1	0	0	1	0	1	0	1
led69514	1	1	0	0	0	0	1	1	1
led69515	0	1	1	0	1	1	1	0	0
led69516	1	0	1	0	1	0	0	1	1
led69517	1	1	1	1	0	0	0	0	1
led69518	1	1	0	0	1	0	1	1	0
led69519	0	0	1	1	0	1	1	0	1
led69520	0	1	1	0	0	1	1	0	1
led69521	0	1	1	0	0	1	1	0	1
led69522	1	1	0	1	0	0	1	0	1
led69523	1	0	1	1	0	1	0	1	0
led69524	1	1	1	1	0	0	1	0	0
led69525	1	1	0	0	1	0	1	1	0
led69526	1	1	0	0	1	0	1	1	0
led69527	0	1	1	0	1	0	1	0	1
led69528	0	1	1	0	1	0	1	0	1
led69529	1	1	1	1	0	0	0	0	1
led69530	0	1	1	0	1	0	0	1	1
led69531	0	0	0	1	1	1	1	1	0
led69532	1	0	1	0	0	0	1	1	1
led69533	1	1	1	0	0	0	0	1	1
led69534	0	1	1	1	0	0	1	0	1
led69535	1	1	0	0	0	1	1	0	1
led69536	1	1	1	0	0	1	0	0	1
led69537	1	1	1	0	0	1	0	1	0
led69538	1	1	1	0	0	1	0	1	0
led69539	0	1	1	0	1	0	1	1	0
led69540	0	1	0	1	1	0	1	1	0
led69541	0	1	1	0	1	0	1	1	0
led69542	0	1	1	0	1	0	1	1	0
led69543	1	1	1	0	0	0	0	1	1
led69544	0	1	0	1	0	1	1	0	1
led69545	1	1	1	0	0	1	0	0	1
led69546	1	1	0	1	0	1	0	1	0
led69547	0	1	1	1	1	0	0	1	0
led69548	0	1	1	0	1	0	1	1	0
led69549	0	1	0	0	1	1	0	1	1
led69550	0	1	0	1	1	0	1	1	0
led69551	0	1	0	0	1	1	1	0	1
led69552	0	1	0	1	0	1	1	1	0
led69553	0	1	1	1	0	0	1	1	0
led69554	1	1	1	0	0	1	0	0	1
led69555	1	1	1	0	1	0	0	0	1
led69556	0	1	0	1	1	0	1	1	0
led69557	0	1	1	0	1	0	1	1	0
led69558	0	1	1	1	1	0	1	0	0
led69559	0	1	0	1	1	1	0	1	0
led69560	0	1	0	1	1	1	0	0	1
led69561	0	1	1	1	1	0	0	1	0
led69562	1	1	1	1	0	0	0	1	0
led69563	1	1	0	1	1	0	0	0	0
led69564	0	1	1	1	0	0	0	1	1
led69565	1	1	0	0	1	0	1	0	1
led69566	0	1	0	1	1	0	0	1	1
led69567	1	1	1	0	0	1	0	0	1
led69568	1	1	0	1	0	0	1	1	0
led69569	1	1	0	1	0	0	1	1	0
led69570	1	1	1	0	0	1	0	0	1
led69571	1	1	0	1	0	0	1	1	0
led69572	0	1	1	0	0	1	0	1	1
led69573	1	1	0	1	1	0	1	0	0
led69574	0	1	0	1	0	1	1	1	0
led69575	1	1	0	0	0	1	1	1	0
led69576	1	1	0	0	1	1	0	1	0
led69577	1	1	0	1	0	1	0	1	0
led69578	0	1	0	0	0	1	1	0	1
led69579	0	1	1	0	1	0	0	1	1
led69580	0	1	0	1	0	1	1	0	0
led69581	0	1	0	1	1	0	1	1	0
led69582	0	1	1	1	0	0	1	1	0
led69583	0	1	1	1	0	1	0	1	0
led69584	0	1	1	1	0	0	0	1	1
led69585	1	1	0	0	1	0	0	1	1
led69586	0	1	1	0	0	1	0	1	1
led69587	1	1	0	0	0	1	0	1	1
led69588	1	1	0	0	0	1	1	0	1
led69589	0	1	1	0	1	0	0	1	1
led69590	1	1	1	0	0	0	1	1	0
led69591	1	1	1	0	0	0	1	1	0
led69592	1	0	1	0	1	1	0	0	1
led69593	1	1	0	0	0	1	0	1	1
led69594	0	1	1	0	1	0	1	0	1
led69595	1	1	1	0	0	1	0	0	1
led69596	0	1	1	1	0	0	0	1	1
led69597	1	1	1	1	0	0	0	0	1
led69598	1	1	1	1	1	0	0	0	0
led69599	1	1	1	0	0	0	0	1	1
led69600	1	1	1	1	0	0	0	0	1
led69601	0	0	0	1	1	0	1	1	1
led69602	1	1	0	0	1	1	1	0	0
led69603	0	1	1	0	0	1	0	0	0
led69604	1	1	0	0	1	1	0	1	0
led69605	1	1	0	1	1	0	0	1	0
led69606	0	1	0	0	1	1	0	1	1
led69607	1	1	1	0	0	1	0	0	1
led69608	1	1	1	1	0	0	0	0	1
led69609	0	1	0	0	1	0	1	1	1
led69610	0	1	1	0	1	1	1	0	0
led69611	1	1	0	1	0	1	1	0	0
led69612	0	1	1	1	1	0	1	0	0
led69613	0	1	1	1	0	0	1	1	0
led69614	0	1	0	1	1	1	1	0	0
led69615	1	1	0	0	1	1	1	0	0
led69616	0	1	0	1	1	0	1	1	0
led69617	0	1	1	1	0	0	1	1	0
led69618	1	1	1	0	0	1	0	0	1
led69619	0	1	0	0	1	1	1	0	1
led69620	0	1	0	0	1	1	1	0	1
led69621	0	1	0	0	1	1	1	0	1
led69622	0	1	0	0	1	1	1	0	1
led69623	0	1	0	0	1	1	1	0	1
led69624	0	1	0	0	1	1	1	1	0
led69625	0	1	0	1	1	0	1	1	0
led69626	1	1	1	0	0	0	1	0	1
led69627	0	1	0	0	1	1	1	1	0
led69628	0	1	0	1	1	0	1	1	0
led69629	0	1	0	1	0	0	1	1	1
led69630	0	1	1	0	0	1	1	0	1
led69631	0	1	1	0	0	0	1	1	0
led69632	0	1	1	1	1	0	0	1	0
led69633	0	1	1	1	0	0	1	1	0
led69634	1	0	1	1	1	0	0	0	1
led69635	0	1	0	1	0	1	1	0	1
led69636	1	1	0	0	1	0	1	1	0
led69637	1	1	0	0	0	1	1	0	1
led69638	1	1	0	0	0	1	0	0	1
led69639	1	1	0	1	0	1	0	0	1
led69640	1	1	0	0	0	1	1	1	0
led69641	0	1	1	0	0	1	0	1	1
led69642	0	1	1	1	0	0	1	1	0
led69643	1	1	0	0	0	1	1	0	1
led69644	1	1	0	0	0	1	0	1	1
led69645	0	1	0	1	1	0	1	0	1
led69646	0	1	1	1	1	0	0	1	0
led69647	1	1	1	0	0	1	0	0	1
led69648	0	1	1	0	1	0	1	1	0
led69649	0	1	1	1	1	0	1	0	0
led69650	1	1	1	1	0	0	0	1	0
led69651	0	1	0	1	1	0	1	1	0
led69652	1	0	1	0	0	1	0	1	1
led69653	0	1	1	1	1	0	0	1	0
led69654	1	1	1	0	1	0	0	0	1
led69655	1	1	0	0	1	1	0	0	1
led69656	0	1	1	0	1	0	0	1	0
led69657	1	1	0	0	0	1	1	0	1
led69658	1	0	1	1	0	1	0	1	0
led69659	1	1	1	0	0	0	1	1	0
led69660	1	1	0	0	1	0	0	1	1
led69661	1	1	0	0	1	1	0	0	1
led69662	1	1	1	0	0	0	0	1	1
led69663	1	1	0	0	0	1	0	1	1
led69664	1	1	1	0	0	1	0	0	1
led69665	1	1	0	0	1	0	1	0	1
led69666	1	1	0	0	1	0	1	0	1
led69667	0	1	1	1	1	0	0	0	1
led69668	0	1	1	1	1	0	1	0	0
led69669	0	1	1	1	1	0	1	0	0
led69670	0	1	1	1	1	0	0	1	0
led69671	1	1	0	1	0	1	0	0	1
led69672	1	1	1	0	1	0	0	1	0
led69673	1	1	1	0	1	0	1	0	0
led69674	1	1	0	0	0	1	0	1	1
led69675	1	1	0	0	0	1	1	0	1
led69676	1	1	0	0	1	1	0	1	0
led69677	0	1	1	0	1	1	1	0	0
led69678	0	1	0	1	0	1	1	0	0
led69679	0	1	1	1	0	1	0	0	1
led69680	0	1	1	1	0	1	0	0	1
led69681	0	1	1	1	0	1	0	0	1
led69682	0	1	1	1	0	1	0	0	1
led69683	0	1	1	1	0	1	0	1	0
led69684	0	1	1	1	1	1	0	0	0
led69685	0	0	1	1	1	1	1	0	0
led69686	0	0	1	1	1	0	1	1	0
led69687	0	1	0	1	1	0	1	1	0
led69688	0	1	0	1	0	1	1	0	1
led69689	0	1	0	1	1	1	1	0	0
led69690	1	1	0	0	0	1	0	1	1
led69691	1	1	1	0	0	1	0	1	0
led69692	0	1	1	0	1	0	1	0	1
led69693	1	1	1	1	0	0	1	0	0
led69694	1	1	0	0	1	1	0	1	0
led69695	1	1	1	1	0	0	1	0	0
led69696	0	1	1	1	1	0	0	1	0
led69697	1	1	0	1	0	0	1	1	0
led69698	0	1	1	0	0	0	1	1	1
led69699	0	1	1	1	0	0	0	1	1
led69700	1	1	1	1	0	0	0	0	1
led69701	1	1	1	0	1	0	0	1	0
led69702	0	1	0	1	1	0	0	1	1
led69703	0	1	0	0	1	1	1	0	1
led69704	0	1	0	0	1	1	1	0	1
led69705	1	1	1	0	1	1	0	0	0
led69706	1	1	0	0	0	1	0	1	1
led69707	0	1	0	0	1	0	0	1	1
led69708	1	1	0	0	0	1	1	1	0
led69709	0	1	1	0	1	0	1	1	0
led69710	1	1	1	0	1	0	0	1	0
led69711	0	1	0	1	0	1	0	1	1
led69712	0	1	0	1	0	1	0	1	1
led69713	1	1	1	1	1	0	0	0	0
led69714	0	0	1	1	1	0	1	1	0
led69715	1	1	1	0	1	0	0	0	1
led69716	0	1	0	1	0	1	1	1	0
led69717	1	1	1	1	0	0	0	1	0
led69718	0	1	1	1	0	0	1	1	0
led69719	1	0	0	1	1	1	0	1	0
led69720	0	0	1	1	0	1	1	0	1
led69721	1	1	1	0	0	1	0	0	1
led69722	1	1	0	1	0	1	0	0	1
led69723	0	1	0	1	1	0	1	1	0
led69724	0	1	0	1	0	1	1	0	1
led69725	0	1	0	1	0	1	1	0	1
led69726	0	1	0	1	0	1	0	0	1
led69727	1	1	0	1	0	1	0	0	1
led69728	0	1	1	0	1	0	0	1	1
led69729	0	1	1	1	0	1	1	0	0
led69730	1	1	0	1	0	1	0	0	0
led69731	0	1	0	0	0	1	1	1	1
led69732	0	0	1	1	1	1	0	0	1
led69733	0	1	0	1	0	0	1	1	1
led69734	0	0	1	0	1	1	1	0	1
led69735	0	1	1	0	1	0	0	1	1
led69736	0	1	1	0	1	1	0	0	1
led69737	1	1	0	0	1	0	1	0	1
led69738	1	1	0	0	0	1	0	0	1
led69739	1	1	0	0	1	1	0	1	0
led69740	1	1	0	0	1	1	0	1	0
led69741	1	1	0	0	1	1	0	1	0
led69742	0	1	1	1	1	0	0	1	0
led69743	0	1	0	1	0	1	1	0	1
led69744	0	1	0	1	0	1	1	0	1
led69745	1	1	1	0	1	0	0	0	1
led69746	1	1	0	0	1	0	1	1	0
led69747	0	1	1	1	0	1	0	1	0
led69748	1	1	1	0	0	0	0	1	1
led69749	1	1	1	0	1	0	0	0	1
led69750	1	1	1	0	1	0	0	1	0
led69751	1	0	0	0	1	1	1	1	0
led69752	1	0	0	1	1	1	0	1	0
led69753	1	0	0	1	1	1	0	1	0
led69754	1	1	1	0	0	1	0	1	0
led69755	1	1	1	1	1	0	0	0	0
led69756	1	1	1	0	1	1	0	0	0
led69757	0	1	0	1	1	1	0	1	0
led69758	0	1	1	0	0	1	1	0	1
led69759	0	1	1	1	0	1	0	0	0
led69760	1	1	0	1	1	0	0	1	0
led69761	0	1	1	1	0	0	1	0	1
led69762	0	1	0	1	0	1	0	1	1
led69763	1	1	0	0	1	1	0	0	1
led69764	1	1	0	0	1	1	0	0	1
led69765	1	1	0	1	0	0	0	1	1
led69766	1	1	0	1	0	0	0	1	1
led69767	1	1	0	1	0	0	0	1	1
led69768	1	1	0	0	1	0	1	1	0
led69769	0	1	0	1	1	0	0	1	0
led69770	1	1	0	0	1	0	1	1	0
led69771	0	1	1	0	1	0	1	0	1
led69772	0	1	1	0	1	0	1	0	1
led69773	1	1	1	1	0	1	0	0	0
led69774	0	1	1	1	1	0	1	0	0
led69775	0	1	0	0	1	0	1	1	1
led69776	0	1	1	0	1	1	0	1	0
led69777	0	1	0	1	1	0	1	0	1
led69778	1	1	0	1	1	0	0	0	1
led69779	0	1	0	1	1	1	0	1	0
led69780	1	1	1	0	1	0	0	0	1
led69781	0	1	0	1	0	1	0	0	1
led69782	0	1	0	1	1	1	0	0	1
led69783	0	1	1	0	1	0	1	1	0
led69784	0	0	1	1	1	0	1	0	1
led69785	1	1	1	0	0	0	0	1	1
led69786	0	1	0	1	1	0	1	0	1
led69787	0	0	1	1	1	1	0	1	0
led69788	0	1	0	0	0	1	1	1	1
led69789	1	1	0	0	0	0	1	1	0
led69790	0	1	0	1	0	0	1	1	1
led69791	0	1	1	0	0	1	1	0	1
led69792	1	1	1	0	0	0	0	1	1
led69793	0	1	1	0	1	1	0	0	1
led69794	1	1	0	1	0	1	0	1	0
led69795	1	0	1	1	0	1	0	1	0
led69796	0	1	0	1	1	0	1	0	1
led69797	1	0	0	1	0	0	1	1	0
led69798	0	1	1	0	1	0	1	1	0
led69799	0	1	0	0	1	0	1	1	1
led69800	0	1	1	0	1	0	1	0	0
led69801	0	0	1	1	1	0	1	1	0
led69802	0	1	1	0	1	1	0	0	1
led69803	0	1	1	0	0	1	1	1	0
led69804	0	1	1	1	1	0	1	0	0
led69805	1	1	0	0	1	0	0	1	1
led69806	1	1	1	0	1	1	0	0	0
led69807	1	0	1	0	1	1	0	0	1
led69808	0	1	0	1	1	1	0	0	1
led69809	1	1	1	0	0	0	1	1	0
led69810	1	1	0	1	0	0	0	1	0
led69811	1	0	1	0	0	1	1	0	1
led69812	1	0	1	1	1	1	0	0	0
led69813	0	1	1	1	1	0	1	0	0
led69814	1	0	0	1	1	1	0	0	1
led69815	0	1	1	1	0	0	1	1	0
led69816	0	1	1	0	0	1	0	1	1
led69817	1	1	1	0	1	1	0	0	0
led69818	0	1	0	1	1	1	0	1	0
led69819	0	1	1	1	0	0	0	1	1
led69820	1	1	1	0	1	1	0	0	0
led69821	0	1	1	1	0	0	0	1	1
led69822	1	0	0	1	0	0	1	1	1
led69823	0	1	1	1	0	1	0	1	0
led69824	1	1	1	1	0	0	0	0	1
led69825	0	1	1	1	0	0	1	1	0
led69826	0	1	1	0	1	0	1	1	0
led69827	1	0	0	1	0	0	1	1	1
led69828	0	1	1	1	1	1	0	0	0
led69829	1	0	1	0	1	0	1	0	1
led69830	0	1	1	0	1	0	1	1	0
led69831	0	1	0	0	1	0	1	1	1
led69832	1	1	1	0	1	0	0	1	0
led69833	1	1	1	0	0	1	0	0	1
led69834	0	1	0	0	1	1	1	1	0
led69835	0	1	0	0	1	1	1	1	0
led69836	1	1	1	1	1	0	0	0	0
led69837	0	1	0	1	1	0	1	0	1
led69838	0	1	0	1	0	1	1	1	0
led69839	0	1	0	1	0	1	1	0	1
led69840	1	1	0	0	1	1	0	0	1
led69841	0	1	0	0	1	0	1	1	0
led69842	1	1	1	1	0	0	0	1	0
led69843	1	1	1	0	0	0	1	1	0
led69844	1	1	1	0	0	0	1	1	0
led69845	1	1	0	0	1	0	1	1	0
led69846	0	1	1	0	1	1	0	0	1
led69847	0	1	0	1	1	0	1	1	0
led69848	1	1	1	1	0	1	0	0	0
led69849	0	1	0	0	0	0	1	1	1
led69850	0	1	1	0	1	0	1	0	1
led69851	0	1	0	0	1	1	1	0	1
led69852	0	1	1	1	0	0	1	1	0
led69853	1	1	0	0	0	1	1	0	1
led69854	1	1	1	0	0	1	1	0	0
led69855	1	1	0	0	1	0	1	0	1
led69856	0	1	1	1	0	1	0	0	1
led69857	1	1	0	1	0	1	0	0	1
led69858	0	1	0	1	0	1	1	1	0
led69859	1	1	0	1	0	1	0	0	1
